Beginn,Ende,Dienst,ein/ausgehend,Laenge,Breite,Richtung,Cell-Id_A,Cell-Id_B
8/31/2009 15:43:00,8/31/2009 15:43:00,GPRS,ausgehend,11.33416667,50.71777778,60,16712,XXXXXXXXXX
8/31/2009 15:43:00,8/31/2009 15:44:00,GPRS,ausgehend,11.33416667,50.71777778,60,16712,XXXXXXXXXX
8/31/2009 15:44:00,8/31/2009 15:50:00,Telefonie,ausgehend,11.31833333,50.71416667,170,11128,XXXXXXXXXX
8/31/2009 15:51:00,8/31/2009 15:53:00,GPRS,ausgehend,11.37722222,50.65555556,210,3499,XXXXXXXXXX
8/31/2009 15:53:00,8/31/2009 16:12:00,GPRS,ausgehend,11.37916667,50.63222222,340,22765,XXXXXXXXXX
8/31/2009 16:12:00,8/31/2009 16:36:00,GPRS,ausgehend,11.38972222,50.51166667,270,2262,XXXXXXXXXX
8/31/2009 16:36:00,8/31/2009 16:37:00,GPRS,ausgehend,11.32194444,50.24138889,0,21038,XXXXXXXXXX
8/31/2009 16:37:00,8/31/2009 16:41:00,GPRS,ausgehend,11.3325,50.21388889,0,28672,XXXXXXXXXX
8/31/2009 16:42:00,8/31/2009 16:42:00,"Telefonie, CFNRy",eingehend,11.21166667,50.17055556,60,XXXXXXXXXX,18039
,8/31/2009 16:42:00,SMS,eingehend,11.21166667,50.17055556,230,XXXXXXXXXX,18054
8/31/2009 16:41:00,8/31/2009 16:47:00,GPRS,ausgehend,11.21166667,50.17055556,60,18039,XXXXXXXXXX
8/31/2009 16:47:00,8/31/2009 16:51:00,GPRS,ausgehend,11.06305556,50.14333333,0,21595,XXXXXXXXXX
,8/31/2009 17:05:00,SMS,eingehend,10.9275,50.01916667,125,XXXXXXXXXX,43652
8/31/2009 16:51:00,8/31/2009 17:13:00,GPRS,ausgehend,11.06305556,50.14333333,240,36282,XXXXXXXXXX
8/31/2009 17:13:00,8/31/2009 17:28:00,GPRS,ausgehend,10.87805556,49.90583333,95,64045,XXXXXXXXXX
8/31/2009 17:37:00,8/31/2009 17:37:00,GPRS,ausgehend,11.05888889,49.73277778,0,4947,XXXXXXXXXX
8/31/2009 17:28:00,8/31/2009 17:37:00,GPRS,ausgehend,10.97166667,49.86,290,44822,XXXXXXXXXX
8/31/2009 17:37:00,8/31/2009 17:38:00,GPRS,ausgehend,11.05888889,49.73277778,0,25977,XXXXXXXXXX
,8/31/2009 17:48:00,SMS,eingehend,11.06833333,49.71694444,120,XXXXXXXXXX,64748
,8/31/2009 17:52:00,SMS,eingehend,11.06972222,49.70611111,240,XXXXXXXXXX,39801
8/31/2009 17:38:00,8/31/2009 17:53:00,GPRS,ausgehend,11.05888889,49.73277778,0,25977,XXXXXXXXXX
8/31/2009 17:55:00,8/31/2009 17:55:00,GPRS,ausgehend,11.03583333,49.65555556,25,34895,XXXXXXXXXX
,8/31/2009 18:12:00,SMS,eingehend,11.00361111,49.59611111,0,XXXXXXXXXX,16770
8/31/2009 18:13:00,8/31/2009 18:13:00,Telefonie,ausgehend,11.00361111,49.59611111,0,16770,XXXXXXXXXX
8/31/2009 18:15:00,8/31/2009 18:23:00,Telefonie,ausgehend,11.00361111,49.59611111,0,16770,XXXXXXXXXX
8/31/2009 17:56:00,8/31/2009 18:25:00,GPRS,ausgehend,11.03583333,49.65555556,265,34934,XXXXXXXXXX
8/31/2009 18:25:00,8/31/2009 18:25:00,GPRS,ausgehend,11.00305556,49.60138889,120,41418,XXXXXXXXXX
8/31/2009 18:25:00,8/31/2009 18:28:00,GPRS,ausgehend,11.00305556,49.60138889,240,3243,XXXXXXXXXX
8/31/2009 18:28:00,8/31/2009 18:28:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 18:33:00,8/31/2009 18:33:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
,8/31/2009 18:39:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
8/31/2009 18:45:00,8/31/2009 18:46:00,"Telefonie, CLIP",eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
8/31/2009 18:28:00,8/31/2009 18:58:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 19:20:00,8/31/2009 19:22:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 19:27:00,8/31/2009 19:27:00,"Telefonie, CFNRy",eingehend,11.00305556,49.60138889,120,XXXXXXXXXX,60185
8/31/2009 18:58:00,8/31/2009 19:28:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 19:29:00,8/31/2009 19:31:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 19:38:00,8/31/2009 19:39:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 19:28:00,8/31/2009 19:58:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 19:58:00,8/31/2009 20:05:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 20:05:00,8/31/2009 20:05:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
,8/31/2009 22:09:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
,8/31/2009 22:10:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
,8/31/2009 22:10:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
8/31/2009 22:10:00,8/31/2009 22:10:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
,8/31/2009 22:10:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
,8/31/2009 22:10:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
8/31/2009 22:10:00,8/31/2009 22:10:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 22:12:00,8/31/2009 22:17:00,Telefonie,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
8/31/2009 22:26:00,8/31/2009 22:46:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 23:07:00,8/31/2009 23:08:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 22:54:00,8/31/2009 23:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 23:24:00,8/31/2009 23:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 23:57:00,8/31/2009 23:59:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
8/31/2009 23:54:00,9/1/2009 0:00:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 0:00:00,9/1/2009 0:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 0:24:00,9/1/2009 0:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 0:54:00,9/1/2009 1:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 1:24:00,9/1/2009 1:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
,9/1/2009 2:00:00,SMS,eingehend,11.00305556,49.60138889,120,XXXXXXXXXX,60185
9/1/2009 1:54:00,9/1/2009 2:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 2:24:00,9/1/2009 2:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 2:54:00,9/1/2009 3:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 3:24:00,9/1/2009 3:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 3:54:00,9/1/2009 4:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 4:24:00,9/1/2009 4:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 4:54:00,9/1/2009 5:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 5:24:00,9/1/2009 5:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 5:54:00,9/1/2009 6:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 6:24:00,9/1/2009 6:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 6:54:00,9/1/2009 7:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 7:24:00,9/1/2009 7:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 7:54:00,9/1/2009 8:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 8:24:00,9/1/2009 8:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 9:04:00,9/1/2009 9:05:00,"Telefonie, CFNRy",eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
,9/1/2009 9:05:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
9/1/2009 9:05:00,9/1/2009 9:05:00,"Telefonie, CFNRy",eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
9/1/2009 9:12:00,9/1/2009 9:13:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 8:54:00,9/1/2009 9:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 9:24:00,9/1/2009 9:34:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 9:24:00,9/1/2009 9:54:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
,9/1/2009 10:23:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
9/1/2009 9:54:00,9/1/2009 10:24:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 10:23:00,9/1/2009 10:24:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 10:24:00,9/1/2009 10:24:00,"Telefonie, CFB",eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
,9/1/2009 10:24:00,SMS,eingehend,11.00305556,49.60138889,240,XXXXXXXXXX,60184
9/1/2009 10:24:00,9/1/2009 10:25:00,Telefonie,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 10:25:00,9/1/2009 10:26:00,Telefonie,ausgehend,11.00361111,49.59611111,0,16770,XXXXXXXXXX
9/1/2009 10:38:00,9/1/2009 10:39:00,Telefonie,ausgehend,11.00194444,49.5925,10,59650,XXXXXXXXXX
9/1/2009 10:24:00,9/1/2009 10:41:00,GPRS,ausgehend,11.00305556,49.60138889,240,60184,XXXXXXXXXX
9/1/2009 10:41:00,9/1/2009 10:41:00,"Telefonie, CFB",eingehend,11.00194444,49.5925,10,XXXXXXXXXX,59650
,9/1/2009 10:41:00,SMS,eingehend,11.00194444,49.5925,10,XXXXXXXXXX,59650
9/1/2009 10:41:00,9/1/2009 10:41:00,Telefonie,ausgehend,11.00194444,49.5925,10,59650,XXXXXXXXXX
9/1/2009 10:43:00,9/1/2009 10:43:00,Telefonie,ausgehend,11.00194444,49.5925,10,59650,XXXXXXXXXX
9/1/2009 10:43:00,9/1/2009 10:45:00,GPRS,ausgehend,11.00361111,49.59611111,240,16780,XXXXXXXXXX
,9/1/2009 10:47:00,SMS,eingehend,11.00194444,49.5925,10,XXXXXXXXXX,59650
9/1/2009 10:47:00,9/1/2009 10:48:00,Telefonie,ausgehend,11.00194444,49.5925,10,59650,XXXXXXXXXX
9/1/2009 10:47:00,9/1/2009 10:58:00,GPRS,ausgehend,11.00194444,49.5925,10,59650,XXXXXXXXXX
9/1/2009 10:49:00,9/1/2009 10:58:00,Telefonie,ausgehend,11.00194444,49.5925,10,59650,XXXXXXXXXX
9/1/2009 10:58:00,9/1/2009 11:00:00,"Telefonie, CLIP",eingehend,11.0025,49.56333333,0,XXXXXXXXXX,45109
9/1/2009 11:01:00,9/1/2009 11:01:00,GPRS,ausgehend,10.99111111,49.52111111,250,7710,XXXXXXXXXX
9/1/2009 10:58:00,9/1/2009 11:01:00,GPRS,ausgehend,10.99,49.56916667,120,21004,XXXXXXXXXX
9/1/2009 11:01:00,9/1/2009 11:04:00,GPRS,ausgehend,10.99111111,49.52111111,250,7710,XXXXXXXXXX
9/1/2009 11:03:00,9/1/2009 11:04:00,"Telefonie, CLIP",eingehend,10.98416667,49.51305556,210,XXXXXXXXXX,27103
9/1/2009 11:04:00,9/1/2009 11:04:00,Telefonie,ausgehend,10.98416667,49.51305556,210,27103,XXXXXXXXXX
9/1/2009 11:05:00,9/1/2009 11:05:00,Telefonie,ausgehend,10.98,49.50333333,90,14098,XXXXXXXXXX
9/1/2009 11:04:00,9/1/2009 11:06:00,GPRS,ausgehend,10.98,49.50333333,90,14098,XXXXXXXXXX
9/1/2009 11:06:00,9/1/2009 11:07:00,GPRS,ausgehend,10.96111111,49.48361111,75,60673,XXXXXXXXXX
9/1/2009 11:06:00,9/1/2009 11:11:00,"Telefonie, CLIP",eingehend,10.97027778,49.47944444,330,XXXXXXXXXX,61139
9/1/2009 11:07:00,9/1/2009 11:11:00,GPRS,ausgehend,10.96111111,49.48361111,75,60673,XXXXXXXXXX
9/1/2009 11:12:00,9/1/2009 11:12:00,GPRS,ausgehend,11.00444444,49.46777778,330,60287,XXXXXXXXXX
9/1/2009 11:11:00,9/1/2009 11:12:00,GPRS,ausgehend,10.98861111,49.47138889,90,23860,XXXXXXXXXX
9/1/2009 11:19:00,9/1/2009 11:21:00,"Telefonie, CLIP",eingehend,11.06944444,49.44416667,210,XXXXXXXXXX,1192
9/1/2009 11:26:00,9/1/2009 11:26:00,Telefonie,ausgehend,11.08111111,49.44333333,330,45279,XXXXXXXXXX
9/1/2009 11:26:00,9/1/2009 11:26:00,Telefonie,ausgehend,11.08111111,49.44333333,330,45279,XXXXXXXXXX
,9/1/2009 11:27:00,SMS,eingehend,11.08111111,49.44333333,330,XXXXXXXXXX,45279
9/1/2009 11:27:00,9/1/2009 11:33:00,Telefonie,ausgehend,11.08111111,49.44333333,330,45279,XXXXXXXXXX
9/1/2009 11:12:00,9/1/2009 11:33:00,GPRS,ausgehend,11.00444444,49.46777778,330,60287,XXXXXXXXXX
9/1/2009 11:41:00,9/1/2009 11:42:00,"Telefonie, CLIP",eingehend,11.25388889,49.17805556,340,XXXXXXXXXX,51805
9/1/2009 11:33:00,9/1/2009 11:52:00,GPRS,ausgehend,11.17444444,49.41361111,210,42272,XXXXXXXXXX
9/1/2009 11:52:00,9/1/2009 11:57:00,GPRS,ausgehend,11.47222222,48.86361111,320,22749,XXXXXXXXXX
9/1/2009 11:57:00,9/1/2009 12:04:00,GPRS,ausgehend,11.43777778,48.75972222,310,5699,XXXXXXXXXX
9/1/2009 12:06:00,9/1/2009 12:08:00,"Telefonie, CLIP",eingehend,11.45416667,48.69027778,135,XXXXXXXXXX,4622
9/1/2009 12:04:00,9/1/2009 12:11:00,GPRS,ausgehend,11.44638889,48.72805556,160,22724,XXXXXXXXXX
,9/1/2009 12:14:00,SMS,eingehend,11.51027778,48.54333333,null,XXXXXXXXXX,17466
9/1/2009 12:11:00,9/1/2009 12:15:00,GPRS,ausgehend,11.57305556,48.62166667,0,729,XXXXXXXXXX
9/1/2009 12:14:00,9/1/2009 12:15:00,GPRS,ausgehend,11.50194444,48.57944444,190,3275,XXXXXXXXXX
,9/1/2009 12:18:00,SMS,eingehend,11.49333333,48.49194444,null,XXXXXXXXXX,3271
9/1/2009 12:15:00,9/1/2009 12:28:00,GPRS,ausgehend,11.51027778,48.54333333,null,17466,XXXXXXXXXX
9/1/2009 12:28:00,9/1/2009 12:29:00,GPRS,ausgehend,11.4475,48.24472222,320,9166,XXXXXXXXXX
9/1/2009 12:29:00,9/1/2009 12:31:00,GPRS,ausgehend,11.4475,48.24472222,200,40129,XXXXXXXXXX
9/1/2009 12:31:00,9/1/2009 12:32:00,GPRS,ausgehend,11.46111111,48.20083333,80,35735,XXXXXXXXXX
9/1/2009 12:32:00,9/1/2009 12:33:00,GPRS,ausgehend,11.46666667,48.17722222,80,27623,XXXXXXXXXX
9/1/2009 12:33:00,9/1/2009 12:34:00,GPRS,ausgehend,11.49027778,48.14777778,320,44114,XXXXXXXXXX
9/1/2009 12:34:00,9/1/2009 12:35:00,GPRS,ausgehend,11.49027778,48.14777778,320,44114,XXXXXXXXXX
9/1/2009 12:36:00,9/1/2009 12:57:00,GPRS,ausgehend,11.53027778,48.14055556,320,9647,XXXXXXXXXX
9/1/2009 12:57:00,9/1/2009 12:58:00,GPRS,ausgehend,11.5825,48.14444444,null,34900,XXXXXXXXXX
9/1/2009 12:58:00,9/1/2009 12:58:00,GPRS,ausgehend,11.58194444,48.13944444,80,14783,XXXXXXXXXX
9/1/2009 12:58:00,9/1/2009 12:59:00,GPRS,ausgehend,11.58194444,48.13944444,80,14783,XXXXXXXXXX
9/1/2009 12:59:00,9/1/2009 13:00:00,GPRS,ausgehend,11.58083333,48.13722222,200,21005,XXXXXXXXXX
9/1/2009 13:00:00,9/1/2009 13:01:00,GPRS,ausgehend,11.57861111,48.13305556,80,7152,XXXXXXXXXX
9/1/2009 13:01:00,9/1/2009 13:01:00,GPRS,ausgehend,11.57861111,48.13305556,80,7152,XXXXXXXXXX
9/1/2009 13:06:00,9/1/2009 13:06:00,Telefonie,ausgehend,11.59805556,48.13527778,200,46375,XXXXXXXXXX
9/1/2009 13:01:00,9/1/2009 13:07:00,GPRS,ausgehend,11.59027778,48.13055556,320,9112,XXXXXXXXXX
,9/1/2009 13:08:00,SMS,eingehend,11.57861111,48.13305556,80,XXXXXXXXXX,7152
